,ID do pedido/ajuste,Valor total a ser liquidado,Data do demonstrativo
1143,582594115190097355,34.74,2026/02/23
1144,582594044396406318,30.66,2026/02/23
1145,582594018678572242,35.54,2026/02/23
1146,582593869985186929,7.71,2026/02/23
1147,582593589476427515,29.41,2026/02/23
1148,582593512651064777,31.86,2026/02/23
1149,582593461744469841,34.74,2026/02/23
1150,582593444035855865,31.86,2026/02/23
1151,582593381171692842,9.93,2026/02/23
1152,582593381171692842,9.92,2026/02/23
1153,582593232745170147,15.88,2026/02/23
1154,582591410593826676,33.06,2026/02/23
1155,582590485498725409,7.71,2026/02/23
1156,582590258603984508,29.45,2026/02/23
1157,582590258603984508,29.44,2026/02/23
1158,582590258603984508,29.43,2026/02/23
1159,582590258603984508,19.62,2026/02/23
1160,582590258603984508,29.44,2026/02/23
1161,582590258603984508,19.63,2026/02/23
1162,582590258603984508,19.63,2026/02/23
1163,582581066877339419,26.32,2026/02/23
1164,582581066877339419,26.33,2026/02/23
1165,582580660473529829,28.56,2026/02/23
1166,582579204417095675,15.07,2026/02/23
1167,582578328615749364,-8.4,2026/02/23
1168,582578328590779655,-40.9,2026/02/23
1169,582578945678214174,14.68,2026/02/23
1170,582570129207166797,8.63,2026/02/23
1171,582568452796548650,11.84,2026/02/23
1172,582567770649560450,17.77,2026/02/23
1173,582567093242333023,40.16,2026/02/23
1174,582566217956427275,15.88,2026/02/23
1175,582563780444653485,15.88,2026/02/23
1176,582551366396773806,15.52,2026/02/23
1177,582551366396773806,15.52,2026/02/23
1178,582551358021404543,14.68,2026/02/23
1179,582551346910037677,17.64,2026/02/23
1180,582551239125796058,15.88,2026/02/23
1181,582536103097959674,29.31,2026/02/23
1182,582498514911134909,31.79,2026/02/23
1183,582493041344480514,31.08,2026/02/23
1184,582493041344480514,31.08,2026/02/23
1185,582492006925502325,18.78,2026/02/23
1186,582487116858230344,32.91,2026/02/23
1187,582470080428803487,30.59,2026/02/23
1188,582458821439620849,0.8,2026/02/23
1189,7609109508862658325,18.33,2026/02/22
1190,582660098307097877,31.86,2026/02/22
1191,582658520792139614,15.4,2026/02/22
1192,582652968365884439,15.4,2026/02/22
1193,582652830777378710,37.8,2026/02/22
1194,582651382216492410,30.66,2026/02/22
1195,582650649402574634,15.4,2026/02/22
1196,582650414179518177,30.14,2026/02/22
1197,582647659566826598,25.19,2026/02/22
1198,582647067601044524,29.36,2026/02/22
1199,582645174839641471,24.65,2026/02/22
1200,582645174839641471,15.06,2026/02/22
1201,582644961194378310,15.4,2026/02/22
1202,582644946620417490,15.4,2026/02/22
1203,582644897894270073,15.4,2026/02/22
1204,582644873391867808,15.4,2026/02/22
1205,582644858351944902,45.21,2026/02/22
1206,582644868983915800,15.4,2026/02/22
1207,582644786207032740,15.92,2026/02/22
1208,582644722730436149,15.92,2026/02/22
1209,582644744284177808,15.92,2026/02/22
1210,582644757827520322,15.92,2026/02/22
1211,582644675390506830,15.4,2026/02/22
1212,582644623841855236,15.92,2026/02/22
1213,582644546914387441,13.0,2026/02/22
1214,582644521052177707,15.92,2026/02/22
1215,582644499772048541,15.4,2026/02/22
1216,582644479210521806,15.92,2026/02/22
1217,582644483099166421,15.92,2026/02/22
1218,582644489832531321,15.4,2026/02/22
1219,582644466688231022,15.4,2026/02/22
1220,582644474510215141,15.92,2026/02/22
1221,582644407388112075,15.92,2026/02/22
1222,582644353318422276,15.4,2026/02/22
1223,582644335987819739,14.2,2026/02/22
1224,582644273548133954,15.4,2026/02/22
1225,582644259496887750,15.92,2026/02/22
1226,582644253366716395,15.58,2026/02/22
1227,582644253366716395,15.58,2026/02/22
1228,582644253366716395,15.07,2026/02/22
1229,582644218280772886,17.64,2026/02/22
1230,582644251277100310,15.4,2026/02/22
1231,582644065520813767,15.92,2026/02/22
1232,582643983624537578,15.4,2026/02/22
1233,582644014734214764,15.92,2026/02/22
1234,582643992201955281,15.4,2026/02/22
1235,582643903702992235,13.0,2026/02/22
1236,582643949593658542,15.92,2026/02/22
1237,582643825651844966,15.58,2026/02/22
1238,582643825651844966,15.57,2026/02/22
1239,582643332552558155,15.4,2026/02/22
1240,582640580604823015,15.4,2026/02/22
1241,582640278144517830,15.4,2026/02/22
1242,582640284476343831,15.4,2026/02/22
1243,582640263310902690,15.92,2026/02/22
1244,582640183037232938,15.88,2026/02/22
1245,582640082842126106,15.4,2026/02/22
1246,582640032569788122,14.72,2026/02/22
1247,582639956902709164,15.41,2026/02/22
1248,582639956902709164,15.41,2026/02/22
1249,582639956902709164,15.41,2026/02/22
1250,582639956902709164,15.41,2026/02/22
1251,582639956902709164,30.82,2026/02/22
1252,582639895923295596,15.92,2026/02/22
1253,582639823213331554,15.92,2026/02/22
1254,582639836028961995,15.92,2026/02/22
1255,582639763782141924,15.58,2026/02/22
1256,582639763782141924,15.07,2026/02/22
1257,582639709536356293,15.4,2026/02/22
1258,582639735136028495,15.58,2026/02/22
1259,582639735136028495,15.07,2026/02/22
1260,582639702783984853,14.68,2026/02/22
1261,582639669082687436,15.92,2026/02/22
1262,582639598602586096,15.92,2026/02/22
1263,582639535812806228,17.64,2026/02/22
1264,582639600786507109,15.4,2026/02/22
1265,582639560507229545,17.64,2026/02/22
1266,582639472955589993,15.92,2026/02/22
1267,582639485914941039,15.4,2026/02/22
1268,582639299561555357,15.92,2026/02/22
1269,582639208867399341,15.58,2026/02/22
1270,582639208867399341,15.57,2026/02/22
1271,582639146115040449,15.4,2026/02/22
1272,582639037921986401,17.64,2026/02/22
1273,582639059481954022,15.4,2026/02/22
1274,582638784911344962,15.92,2026/02/22
1275,582638846342038531,15.92,2026/02/22
1276,582638846180886247,15.92,2026/02/22
1277,582638776678844129,15.4,2026/02/22
1278,582638626081834032,15.92,2026/02/22
1279,582638616091657399,15.92,2026/02/22
1280,582638613040367041,15.4,2026/02/22
1281,582638637353239654,15.4,2026/02/22
1282,582638585687869244,15.07,2026/02/22
1283,582638585687869244,15.58,2026/02/22
1284,582638582890661078,15.88,2026/02/22
1285,582638580073793481,30.14,2026/02/22
1286,582638525982279330,15.92,2026/02/22
1287,582638397131228246,17.05,2026/02/22
1288,582638379962632141,17.23,2026/02/22
1289,582638336761890212,17.64,2026/02/22
1290,582638325202650623,15.4,2026/02/22
1291,582638260105807611,15.4,2026/02/22
1292,582638247600489936,15.4,2026/02/22
1293,582638271551800814,15.4,2026/02/22
1294,582638255701525924,14.72,2026/02/22
1295,582638267646707696,15.92,2026/02/22
1296,582638234955777310,15.92,2026/02/22
1297,582638212696671854,15.92,2026/02/22
1298,582638112696993017,15.92,2026/02/22
1299,582638131276122070,30.72,2026/02/22
1300,582638131276122070,30.72,2026/02/22
1301,582638131276122070,30.72,2026/02/22
1302,582638131276122070,30.72,2026/02/22
1303,582638131276122070,30.71,2026/02/22
1304,582638131276122070,30.72,2026/02/22
1305,582638082129495928,17.64,2026/02/22
1306,582638045792798584,15.4,2026/02/22
1307,582638015814796367,15.92,2026/02/22
1308,582638013025584201,15.92,2026/02/22
1309,582637956080043197,15.41,2026/02/22
1310,582637956080043197,15.41,2026/02/22
1311,582637956080043197,15.41,2026/02/22
1312,582637956080043197,15.41,2026/02/22
1313,582637956080043197,15.41,2026/02/22
1314,582637956080043197,15.41,2026/02/22
1315,582637933701465867,15.92,2026/02/22
1316,582637974411380438,15.4,2026/02/22
1317,582637932389369107,17.64,2026/02/22
1318,582637893149754643,15.92,2026/02/22
1319,582637881824478652,15.92,2026/02/22
1320,582637876736263764,17.05,2026/02/22
1321,582637897356707625,15.92,2026/02/22
1322,582637796136355584,15.92,2026/02/22
1323,582637886545364401,17.64,2026/02/22
1324,582637825224050097,14.2,2026/02/22
1325,582637792769247184,30.66,2026/02/22
1326,582637783915792201,30.82,2026/02/22
1327,582637783915792201,30.82,2026/02/22
1328,582637783915792201,30.83,2026/02/22
1329,582637783915792201,29.81,2026/02/22
1330,582637753748129511,15.92,2026/02/22
1331,582637723012728021,34.34,2026/02/22
1332,582637733127751411,15.58,2026/02/22
1333,582637733127751411,15.07,2026/02/22
1334,582637738515596782,15.4,2026/02/22
1335,582637773631816887,15.92,2026/02/22
1336,582637710426342476,15.92,2026/02/22
1337,582637691375879627,17.64,2026/02/22
1338,582637664684771138,15.92,2026/02/22
1339,582637705417426379,15.4,2026/02/22
1340,582637651904398742,15.4,2026/02/22
1341,582637629513696770,45.0,2026/02/22
1342,582637627098564596,15.58,2026/02/22
1343,582637627098564596,15.07,2026/02/22
1344,582637621485471559,15.4,2026/02/22
1345,582637624055924524,15.58,2026/02/22
1346,582637624055924524,30.13,2026/02/22
1347,582637557766915750,15.4,2026/02/22
1348,582637500392047733,15.92,2026/02/22
1349,582637487787116034,15.4,2026/02/22
1350,582637497662538954,15.4,2026/02/22
1351,582637467352990996,15.92,2026/02/22
1352,582637475909568078,15.92,2026/02/22
1353,582637482648765993,15.07,2026/02/22
1354,582637482648765993,15.58,2026/02/22
1355,582637470036755459,15.92,2026/02/22
1356,582637480861533235,17.64,2026/02/22
1357,582637428807862190,15.92,2026/02/22
1358,582637413013227174,15.4,2026/02/22
1359,582637370571785473,15.92,2026/02/22
1360,582637411085354312,15.92,2026/02/22
1361,582637410152580975,31.15,2026/02/22
1362,582637399837804364,16.44,2026/02/22
1363,582637369342068088,15.07,2026/02/22
1364,582637369342068088,-4.45,2026/02/22
1365,582637369342068088,15.58,2026/02/22
1366,582637348600121053,15.92,2026/02/22
1367,582637338426508789,15.57,2026/02/22
1368,582637338426508789,15.58,2026/02/22
1369,582637328808970072,15.92,2026/02/22
1370,582637343452399430,15.4,2026/02/22
1371,582637317318214678,15.92,2026/02/22
1372,582637301201209181,17.05,2026/02/22
1373,582637282476328203,15.4,2026/02/22
1374,582637283714041784,15.4,2026/02/22
1375,582637274728662099,15.92,2026/02/22
1376,582637246403807069,15.4,2026/02/22
1377,582637269959018400,15.92,2026/02/22
1378,582637258911089904,15.4,2026/02/22
1379,582637254193874080,15.92,2026/02/22
1380,582637252234872094,15.4,2026/02/22
1381,582637277045949625,15.4,2026/02/22
1382,582637223555532626,15.4,2026/02/22
1383,582637226117334801,30.82,2026/02/22
1384,582637226117334801,15.41,2026/02/22
1385,582637226117334801,15.41,2026/02/22
1386,582637226117334801,14.91,2026/02/22
1387,582637240564614822,15.58,2026/02/22
1388,582637240564614822,15.07,2026/02/22
1389,582637237391296325,15.4,2026/02/22
1390,582637205122090906,15.92,2026/02/22
1391,582637166681949461,15.4,2026/02/22
1392,582637193285633620,17.64,2026/02/22
1393,582637160764769374,15.4,2026/02/22
1394,582637134906558282,15.4,2026/02/22
1395,582637146427196774,17.64,2026/02/22
1396,582637141277967652,15.07,2026/02/22
1397,582637141277967652,15.58,2026/02/22
1398,582637140099302763,15.4,2026/02/22
1399,582637120414451466,17.05,2026/02/22
1400,582637128083211401,15.4,2026/02/22
1401,582637088792610150,15.92,2026/02/22
1402,582637079356278022,15.58,2026/02/22
1403,582637079356278022,15.07,2026/02/22
1404,582637081837471697,15.92,2026/02/22
1405,582569497914279582,15.58,2026/02/22
1406,582569497914279582,15.57,2026/02/22
1407,582637038138393788,15.4,2026/02/22
1408,582637017486034698,15.4,2026/02/22
1409,582637000659011081,15.4,2026/02/22
1410,582637010450679175,15.92,2026/02/22
1411,582636939186439477,14.98,2026/02/22
1412,582636939186439477,14.97,2026/02/22
1413,582636969256126000,15.92,2026/02/22
1414,582636956206007590,15.4,2026/02/22
1415,582636951589128157,15.92,2026/02/22
1416,582636891894613441,15.4,2026/02/22
1417,582636882023318773,15.4,2026/02/22
1418,582636870486493098,15.4,2026/02/22
1419,582636866766603374,15.92,2026/02/22
1420,582636855954081675,15.07,2026/02/22
1421,582636855954081675,15.58,2026/02/22
1422,582636829877962310,15.57,2026/02/22
1423,582636829877962310,15.58,2026/02/22
1424,582636834343912746,14.72,2026/02/22
1425,582636811595777870,15.4,2026/02/22
1426,582636772083861013,14.2,2026/02/22
1427,582636466491589745,35.59,2026/02/22
1428,582636351954519985,30.66,2026/02/22
1429,582636265930655306,31.86,2026/02/22
1430,582636135939606136,31.91,2026/02/22
1431,582636011179574794,31.91,2026/02/22
1432,582635767072851042,15.92,2026/02/22
1433,582635715905816154,15.4,2026/02/22
1434,582635576693720304,15.92,2026/02/22
1435,582635554096580438,15.4,2026/02/22
1436,582635449086215741,15.4,2026/02/22
1437,582635434323117457,15.92,2026/02/22
1438,582635385384896392,15.4,2026/02/22
1439,582635283652773405,15.92,2026/02/22
1440,582635267308750117,7.71,2026/02/22
1441,582634948519232802,15.92,2026/02/22
1442,582634487933994385,9.53,2026/02/22
1443,582634120637941736,30.66,2026/02/22
1444,582633789802579917,-1.1,2026/02/22
1445,582633716703724785,15.58,2026/02/22
1446,582633716703724785,15.58,2026/02/22
1447,582633716703724785,15.07,2026/02/22
1448,582632598550382430,15.92,2026/02/22
1449,582631494132467616,8.63,2026/02/22
1450,582625050361890196,31.02,2026/02/22
1451,582624838328353993,7.71,2026/02/22
1452,582624576885982599,15.31,2026/02/22
1453,582624086680307456,10.15,2026/02/22
1454,582623658271934363,31.04,2026/02/22
1455,582622537614657022,64.65,2026/02/22
1456,582622531756722021,31.86,2026/02/22
1457,582622493146712035,7.71,2026/02/22
1458,582622388386432789,7.71,2026/02/22
1459,582621737205793958,15.88,2026/02/22
1460,582621713021961616,72.01,2026/02/22
1461,582621694131734411,15.88,2026/02/22
1462,582621678180206139,32.94,2026/02/22
1463,582621675237574209,15.88,2026/02/22
1464,582621641517270267,15.88,2026/02/22
1465,582621665013826725,15.52,2026/02/22
1466,582621665013826725,15.52,2026/02/22
1467,582621603915465824,15.88,2026/02/22
1468,582621581169035095,15.88,2026/02/22
1469,582621589013825453,15.88,2026/02/22
1470,582621584170320930,15.88,2026/02/22
1471,582621530498238095,30.51,2026/02/22
1472,582621488416196256,15.88,2026/02/22
1473,582621434025641385,15.88,2026/02/22
1474,582621428943520940,15.88,2026/02/22
1475,582621008274032130,15.88,2026/02/22
1476,582620916053477209,15.88,2026/02/22
1477,582620820072924903,17.77,2026/02/22
1478,582620753771923193,15.88,2026/02/22
1479,582620335248082674,15.88,2026/02/22
1480,582620259614688317,17.64,2026/02/22
1481,582620144464200765,15.88,2026/02/22
1482,582619190808184013,14.68,2026/02/22
1483,582619188858816090,15.88,2026/02/22
1484,582619094944482922,30.66,2026/02/22
1485,582617518066664535,10.66,2026/02/22
1486,582616193690142510,15.88,2026/02/22
1487,582615802637812833,30.66,2026/02/22
1488,582615584854803821,31.04,2026/02/22
1489,582615462718113391,31.86,2026/02/22
1490,582615094613935348,15.88,2026/02/22
1491,582614927354660348,36.98,2026/02/22
1492,582610343589152724,31.86,2026/02/22
1493,582609225439741091,15.88,2026/02/22
1494,582608513719699113,15.88,2026/02/22
1495,582608397167920464,10.15,2026/02/22
1496,582607896448501429,15.88,2026/02/22
1497,582607764931052645,8.63,2026/02/22
1498,582607717763680015,15.52,2026/02/22
1499,582607717763680015,15.52,2026/02/22
1500,582607572688471457,17.77,2026/02/22
1501,582607304037533250,30.66,2026/02/22
1502,582607240015676432,15.88,2026/02/22
1503,582607163178452055,14.99,2026/02/22
1504,582607162865583644,10.66,2026/02/22
1505,582607049690547375,15.88,2026/02/22
1506,582607037374957502,17.64,2026/02/22
1507,582607035089913735,15.88,2026/02/22
1508,582607008878724497,15.88,2026/02/22
1509,582606957694518389,15.88,2026/02/22
1510,582606941064300065,15.88,2026/02/22
1511,582606961057498783,15.88,2026/02/22
1512,582606926045938966,15.52,2026/02/22
1513,582606926045938966,15.52,2026/02/22
1514,582606925491767046,15.88,2026/02/22
1515,582606878123656882,15.88,2026/02/22
1516,582606854535939201,15.88,2026/02/22
1517,582606811723696103,15.88,2026/02/22
1518,582606780716844639,15.52,2026/02/22
1519,582606780716844639,15.52,2026/02/22
1520,582606766275462861,15.88,2026/02/22
1521,582606705877681501,15.88,2026/02/22
1522,582606690466564030,15.88,2026/02/22
1523,582606503410305002,26.32,2026/02/22
1524,582606503410305002,26.33,2026/02/22
1525,582603151833662688,-10.8,2026/02/22
1526,582604012219434687,7.67,2026/02/22
1527,582602945631716850,31.86,2026/02/22
1528,582602641654974146,8.63,2026/02/22
1529,582596015367161253,15.88,2026/02/22
1530,582595319320905430,22.61,2026/02/22
1531,582594904879170750,15.88,2026/02/22
1532,582594742046786703,15.88,2026/02/22
1533,582594750669948831,17.64,2026/02/22
1534,582594713005033375,15.88,2026/02/22
1535,582594702063273861,31.86,2026/02/22
1536,582593998958920910,15.88,2026/02/22
1537,582593786140066952,31.86,2026/02/22
1538,582593763092235781,31.86,2026/02/22
1539,582593206461367911,17.77,2026/02/22
1540,582592705965819655,15.88,2026/02/22
1541,582592060768618082,15.88,2026/02/22
1542,582590626730247785,31.22,2026/02/22
1543,582590398946052053,30.66,2026/02/22
1544,582580765801088285,26.94,2026/02/22
1545,582580314451445074,31.86,2026/02/22
1546,582580253597009247,30.66,2026/02/22
1547,582579984168420514,31.86,2026/02/22
1548,582579080109917208,-26.3,2026/02/22
1549,582579080098579981,-9.5,2026/02/22
1550,582579080014235109,-14.5,2026/02/22
1551,582576954558613423,30.64,2026/02/22
1552,582576274602624192,9.53,2026/02/22
1553,582573861647975428,9.53,2026/02/22
1554,582566021244356517,38.03,2026/02/22
1555,582566002671650761,17.77,2026/02/22
1556,582566007514105609,15.88,2026/02/22
1557,582565988511025061,40.19,2026/02/22
1558,582564969760458246,31.71,2026/02/22
1559,582563130076333660,30.51,2026/02/22
1560,582562718109042680,9.53,2026/02/22
1561,582562631309887194,39.97,2026/02/22
1562,582551933224715902,32.91,2026/02/22
1563,582551341307168392,15.52,2026/02/22
1564,582551341307168392,15.52,2026/02/22
1565,582551257978733600,15.52,2026/02/22
1566,582551257978733600,15.52,2026/02/22
1567,582551231306434475,15.35,2026/02/22
1568,582551231306434475,15.34,2026/02/22
1569,582551231306434475,15.35,2026/02/22
1570,582551231306434475,15.34,2026/02/22
1571,582551227721680490,15.88,2026/02/22
1572,582546607700935952,32.91,2026/02/22
1573,582540028253930544,29.21,2026/02/22
1574,582536859132658961,29.21,2026/02/22
1575,582536436318832447,9.93,2026/02/22
1576,582536436318832447,9.92,2026/02/22
1577,582536277953119997,32.07,2026/02/22
1578,582535821590299893,7.71,2026/02/22
1579,582503351646848948,32.09,2026/02/22
1580,582500775243515135,9.51,2026/02/22
1581,582500775243515135,9.52,2026/02/22
1582,582500775243515135,9.51,2026/02/22
1583,582500775243515135,9.51,2026/02/22
1584,582485515139646598,32.91,2026/02/22
1585,582401008448275542,36.49,2026/02/22
1586,582387167575902128,36.49,2026/02/22
1587,582276309929133518,34.07,2026/02/22
1588,7609020878312523541,39.6,2026/02/21
1589,7609018576921921300,9.18,2026/02/21
1590,7609000289165543184,18.55,2026/02/21
1591,582650757547787637,-3.58,2026/02/21
1592,582593287917569095,-0.55,2026/02/21
1593,582592079534655180,33.37,2026/02/21
1594,582591890126833020,26.96,2026/02/21
1595,582591806197171842,33.04,2026/02/21
1596,582589786815170208,31.86,2026/02/21
1597,582588032347243874,10.15,2026/02/21
1598,582584664123671606,28.56,2026/02/21
1599,582582215976650636,28.56,2026/02/21
1600,582581437034890750,26.96,2026/02/21
1601,582581229626098820,6.51,2026/02/21
1602,582580700271379624,35.54,2026/02/21
1603,582580432040855155,31.76,2026/02/21
1604,582580400017998885,31.76,2026/02/21
1605,582580316617475228,31.86,2026/02/21
1606,582580245177403007,30.66,2026/02/21
1607,582579684282696793,8.63,2026/02/21
1608,582579080112473489,-18.1,2026/02/21
1609,582577316375987805,-14.5,2026/02/21
1610,582577316371859190,-9.6,2026/02/21
1611,582578328637179869,-9.6,2026/02/21
1612,582578328639211372,-8.4,2026/02/21
1613,582577316331488588,-12.0,2026/02/21
1614,582567015468468009,28.84,2026/02/21
1615,582566719009883627,36.39,2026/02/21
1616,582566719009883627,36.4,2026/02/21
1617,582566723226862674,33.3,2026/02/21
1618,582566673559422314,34.34,2026/02/21
1619,582566273177191738,14.27,2026/02/21
1620,582566273177191738,14.27,2026/02/21
1621,582566228678444687,15.52,2026/02/21
1622,582566228678444687,15.52,2026/02/21
1623,582566218594092425,17.64,2026/02/21
1624,582566213480842633,15.88,2026/02/21
1625,582566192006334455,62.63,2026/02/21
1626,582566161967580355,15.88,2026/02/21
1627,582566134381053345,15.52,2026/02/21
1628,582566134381053345,15.52,2026/02/21
1629,582565992469661321,15.88,2026/02/21
1630,582565496020501885,31.86,2026/02/21
1631,582564343310484697,29.31,2026/02/21
1632,582554960387344300,22.84,2026/02/21
1633,582554140374828510,29.21,2026/02/21
1634,582552538988840235,15.88,2026/02/21
1635,582551902056056289,17.77,2026/02/21
1636,582551862766306931,24.36,2026/02/21
1637,582551738167756200,14.68,2026/02/21
1638,582551392851232199,34.74,2026/02/21
1639,582551330590590389,15.88,2026/02/21
1640,582551356058076298,15.88,2026/02/21
1641,582551343198078775,15.88,2026/02/21
1642,582551343895709357,15.88,2026/02/21
1643,582551258937001029,15.88,2026/02/21
1644,582551240369800893,15.88,2026/02/21
1645,582551234662925588,15.88,2026/02/21
1646,582551225175213602,15.88,2026/02/21
1647,582551196504065281,32.91,2026/02/21
1648,582550333036070879,42.76,2026/02/21
1649,582549346818754052,59.46,2026/02/21
1650,582539889608460079,32.91,2026/02/21
1651,582539508991297157,32.91,2026/02/21
1652,582539184770746266,32.91,2026/02/21
1653,582538703698692020,38.77,2026/02/21
1654,582521125082596716,15.88,2026/02/21
1655,582520844447810763,15.52,2026/02/21
1656,582520844447810763,15.52,2026/02/21
1657,582520250559465364,8.63,2026/02/21
1658,582506757891720281,15.52,2026/02/21
1659,582506757891720281,15.52,2026/02/21
1660,582504248477648007,37.05,2026/02/21
1661,582503912511276655,31.79,2026/02/21
1662,582498579624395779,17.77,2026/02/21
1663,582486972252390797,28.09,2026/02/21
1664,582486200498291765,15.88,2026/02/21
1665,582473274707314552,31.79,2026/02/21
1666,582449039093564452,36.49,2026/02/21
1667,582420058696681396,-2.62,2026/02/21
1668,582276756066698474,34.07,2026/02/21
1669,582260966835455606,-2.45,2026/02/21
1670,582260938456008282,35.01,2026/02/21
1671,582260938456008282,35.0,2026/02/21
1672,582260938456008282,35.0,2026/02/21
1673,582260779194615609,34.07,2026/02/21
1674,582260763939800862,34.07,2026/02/21
1675,7608660275366233877,9.18,2026/02/20
1676,7608572921334515477,39.6,2026/02/20
1677,7608560962148878097,43.7,2026/02/20
1678,582677277240690363,0.0,2026/02/20
1679,7608559226910213906,43.7,2026/02/20
1680,7608557881103582997,43.7,2026/02/20
1681,582667361052690264,0.0,2026/02/20
1682,582591600072688914,31.86,2026/02/20
1683,582590301937698714,31.86,2026/02/20
1684,582589880856511573,31.86,2026/02/20
1685,582589598505535361,8.63,2026/02/20
1686,582588202606167406,8.63,2026/02/20
1687,582587221254113251,31.86,2026/02/20
1688,582582001386817157,-2.38,2026/02/20
1689,582580601493750952,31.86,2026/02/20
1690,582580037783291582,17.37,2026/02/20
1691,582580037783291582,17.37,2026/02/20
1692,582579778585003453,34.23,2026/02/20
1693,582579778585003453,34.24,2026/02/20
1694,582578604452579206,-9.6,2026/02/20
1695,582579583359812803,8.95,2026/02/20
1696,582577316364191736,-10.8,2026/02/20
1697,582577316363076969,-10.8,2026/02/20
1698,582577316346627311,-12.0,2026/02/20
1699,582577316331554660,-9.6,2026/02/20
1700,582576762488260159,10.15,2026/02/20
1701,582566261498087240,15.88,2026/02/20
1702,582566047655756876,15.88,2026/02/20
1703,582566011824604723,31.86,2026/02/20
1704,582564381613655882,49.09,2026/02/20
1705,582563867432814554,9.53,2026/02/20
1706,582563190503605368,32.91,2026/02/20
1707,582563021939442848,15.88,2026/02/20
1708,582562786867774638,6.36,2026/02/20
1709,582559012957815870,15.88,2026/02/20
1710,582558588015576491,15.88,2026/02/20
1711,582554161683990476,15.88,2026/02/20
1712,582553694452287122,32.91,2026/02/20
1713,582553180803532356,32.91,2026/02/20
1714,582552784305686255,9.92,2026/02/20
1715,582552784305686255,9.93,2026/02/20
1716,582552283660387420,16.58,2026/02/20
1717,582552185211618956,32.91,2026/02/20
1718,582551828161791639,15.52,2026/02/20
1719,582551828161791639,15.52,2026/02/20
1720,582551387432649921,15.52,2026/02/20
1721,582551387432649921,15.52,2026/02/20
1722,582551336456193631,17.64,2026/02/20
1723,582551346507712095,15.88,2026/02/20
1724,582551241943647969,15.34,2026/02/20
1725,582551241943647969,15.34,2026/02/20
1726,582551241943647969,15.34,2026/02/20
1727,582551241943647969,15.35,2026/02/20
1728,582551241943647969,30.69,2026/02/20
1729,582551241943647969,30.69,2026/02/20
1730,582551241943647969,30.69,2026/02/20
1731,582551229652501804,15.52,2026/02/20
1732,582551229652501804,15.52,2026/02/20
1733,582551190450242699,15.52,2026/02/20
1734,582551190450242699,15.52,2026/02/20
1735,582551174520407582,15.88,2026/02/20
1736,582551149070026456,15.88,2026/02/20
1737,582547641394300630,32.91,2026/02/20
1738,582539769719325853,32.91,2026/02/20
1739,582539623633160046,33.33,2026/02/20
1740,582539302526747671,39.0,2026/02/20
1741,582536793489442186,32.91,2026/02/20
1742,582536150937142771,35.37,2026/02/20
1743,582533358474331196,16.66,2026/02/20
1744,582520764303901964,15.88,2026/02/20
1745,582506790838241125,12.18,2026/02/20
1746,582499609877316659,-2.28,2026/02/20
1747,582490411990418570,18.68,2026/02/20
1748,582490411990418570,18.68,2026/02/20
1749,582488848392881540,31.79,2026/02/20
1750,582486196063798749,31.71,2026/02/20
1751,582472267719214199,62.16,2026/02/20
1752,582469867927013341,32.91,2026/02/20
1753,582464651623892832,0.0,2026/02/20
1754,582463419017561708,-2.28,2026/02/20
1755,582437847777117386,12.6,2026/02/20
1756,582417489061119033,9.6,2026/02/20
1757,582400854410822954,4.5,2026/02/20
1758,582398112599737765,-2.62,2026/02/20
1759,582363811272754497,-3.1,2026/02/20
1760,582302768759538835,-2.63,2026/02/20
1761,582226309852267655,-40.8,2026/02/20
1762,582276588629165330,34.07,2026/02/20
1763,582274549545600729,-2.63,2026/02/20
1764,582262743688841196,-40.8,2026/02/20
1765,582261975620420974,-2.45,2026/02/20
1766,582261948295841370,-2.45,2026/02/20
1767,582260720842082142,34.07,2026/02/20
1768,582664982248851280,0.0,2026/02/19
1769,7608243929676007188,19.85,2026/02/19
1770,582592635169375240,9.53,2026/02/19
1771,582592576219284710,40.2,2026/02/19
1772,582591335958676673,31.86,2026/02/19
1773,582589816890098858,30.66,2026/02/19
1774,582589290148824240,17.77,2026/02/19
1775,582588968598800076,17.77,2026/02/19
1776,582587739669955645,29.46,2026/02/19
1777,582582573295043616,36.02,2026/02/19
1778,582581924510074226,17.77,2026/02/19
1779,582581285893014884,15.88,2026/02/19
1780,582581147351418372,10.83,2026/02/19
1781,582581147351418372,10.82,2026/02/19
1782,582580994292417767,9.33,2026/02/19
1783,582580994292417767,9.32,2026/02/19
1784,582580804575790458,17.77,2026/02/19
1785,582580774207457006,30.66,2026/02/19
1786,582580646675514449,33.06,2026/02/19
1787,582580638274652049,29.36,2026/02/19
1788,582580508272395337,16.57,2026/02/19
1789,582580460791301826,35.54,2026/02/19
1790,582580360669136156,33.06,2026/02/19
1791,582579855351710928,7.71,2026/02/19
1792,582579849236744072,24.04,2026/02/19
1793,582579779218278200,7.67,2026/02/19
1794,582579757913376463,31.04,2026/02/19
1795,582578604453365416,-9.6,2026/02/19
1796,582578604456510701,-10.8,2026/02/19
1797,582579550711023486,15.52,2026/02/19
1798,582579550711023486,15.52,2026/02/19
1799,582579550711023486,15.52,2026/02/19
1800,582578604286838370,-8.4,2026/02/19
1801,582578328648517021,-13.2,2026/02/19
1802,582577316367336767,-12.0,2026/02/19
1803,582578328639670222,-8.4,2026/02/19
1804,582577316361438767,-7.2,2026/02/19
