,Pós-venda/Cancelado/Devolvido,Nº de Pedido da Plataforma,Custo Médio,SKU,SKU (Armazém)
3803,Ocorreu,582472519783843332,30.0,21010-43,21010-43
3804,Ocorreu,582472501218608312,25.1429,21011-41,21011-41
3805,Cancelado,582472523310073549,25.0,21007-39,21007-39
3806,Ocorreu,582472516261676286,25.0,21011-45,21011-45
3807,Ocorreu,582472516152230917,30.0,21010-43,21010-43
3808,Ocorreu,582472522626729371,25.0,21006-40,21006-40
3809,Ocorreu,582472511599051826,25.0,21008-40,21008-40
3810,Ocorreu,582472513120143090,25.0,21006-40,21006-40
3811,Ocorreu,582472504081745768,25.1429,21011-41,21011-41
3812,Ocorreu,582472497870243391,30.0,21010-43,21010-43
3813,Ocorreu,582472484687611148,25.0,21010-44,21010-44
3814,Cancelado,582472479653791128,25.1471,21011-43,21011-43
3815,Cancelado,582472481442727202,25.0,21011-42,21011-42
3816,Cancelado,582472475673396492,25.0,21011-42,21011-42
3817,Ocorreu,582472486644974948,25.0,21006-39,21006-39
3818,Cancelado,582472476782790148,25.0807,21007-41,21007-41
3819,Ocorreu,582472464639297293,25.0,21010-44,21010-44
3820,Cancelado,582472485225923643,25.0,21011-42,21011-42
3821,Ocorreu,582472471955998583,25.0,21010-44,21010-44
3822,Ocorreu,582472464464185156,30.0,21010-43,21010-43
3823,Ocorreu,582472456309605803,25.7987,21008-36,21008-36
3824,Cancelado,582472466562778819,25.0,21011-42,21011-42
3825,Ocorreu,582472455060293401,25.1191,21007-38,21007-38
3826,Ocorreu,582472452229858662,25.1563,21006-41,21006-41
3827,Ocorreu,582472460316673243,25.0,21011-42,21011-42
3828,Ocorreu,582472452320495080,30.0,21010-43,21010-43
3829,Cancelado,582472450674558304,25.0,21011-42,21011-42
3830,Cancelado,582472437992948805,25.08,21006-37,21006-37
3831,Ocorreu,582472442625164631,25.0981,21009-41,21009-41
3832,Ocorreu,582472444702983811,25.5595,21007-40,21007-40
3833,Ocorreu,582472417880671377,30.0,21010-43,21010-43
3834,Ocorreu,582472423593968782,25.0981,21009-41,21009-41
3835,Ocorreu,582472431278065530,25.0,21011-42,21011-42
3836,Ocorreu,582472419369584376,30.0,21010-43,21010-43
3837,Ocorreu,582472430827374227,27.5,21011-40,21011-40
3838,Ocorreu,582472430827374227,25.1563,21006-41,21006-41
3839,Ocorreu,582472430827374227,25.1146,21007-37,21007-37
3840,Ocorreu,582472425857451510,25.08,21006-37,21006-37
3841,Ocorreu,582472416603506343,25.0,21011-42,21011-42
3842,Ocorreu,582472426943186907,25.0,21007-39,21007-39
3843,Cancelado,582472412815131927,25.0807,21007-41,21007-41
3844,Ocorreu,582472422253692230,25.0,21006-39,21006-39
3845,Ocorreu,582472409505826150,25.0807,21007-41,21007-41
3846,Ocorreu,582472409795299227,25.0,21009-40,21009-40
3847,Ocorreu,582472419134244754,25.0,21010-44,21010-44
3848,Ocorreu,582472413623125151,25.0807,21007-41,21007-41
3849,Ocorreu,582472390875645780,27.5,21011-40,21011-40
3850,Ocorreu,582472409101207044,25.5595,21007-40,21007-40
3851,Ocorreu,582472403950273816,30.0,21010-43,21010-43
3852,Cancelado,582472394234234628,25.0807,21007-41,21007-41
3853,Ocorreu,582472392438285330,25.1563,21006-41,21006-41
3854,Ocorreu,582472396796102324,30.0,21010-45,21010-45
3855,Ocorreu,582472383265211951,25.0807,21007-41,21007-41
3856,Ocorreu,582472383079417545,30.0,21010-43,21010-43
3857,Ocorreu,582472384623970184,25.0,21006-40,21006-40
3858,Ocorreu,582472374116844805,25.5595,21007-40,21007-40
3859,Ocorreu,582472379076282225,25.0,21007-39,21007-39
3860,Cancelado,582472351348459182,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
3861,Cancelado,582472351348459182,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
3862,Ocorreu,582472361108407674,5.0,PC-SQ-EMCA,SQ-EMCA-Chumbo-Cinza-Preta-40-46
3863,Ocorreu,582472361108407674,5.0,PC-SQ-EMCA,SQ-EMCA-Cinza-Preta-Branco-40-46
3864,Ocorreu,582472361108407674,5.0,PC-SQ-EMCA,SQ-EMCA-Preta-Branca-Chumbo-40-46
3865,Ocorreu,582472361108407674,5.0,PC-SQ-EMCA,SQ-EMCA-Branco-Chumbo-Cinza-40-46
3866,Ocorreu,582472363405117181,25.0,21011-42,21011-42
3867,Ocorreu,582472356508698377,25.0,21009-44,21009-44
3868,Ocorreu,582472360641267492,25.0,21007-39,21007-39
3869,Ocorreu,582472352660554979,30.0,21010-43,21010-43
3870,Ocorreu,582472360520222611,25.0,21009-45,21009-45
3871,Ocorreu,582472347882456164,25.0981,21009-41,21009-41
3872,Ocorreu,582472340560119720,30.0,21010-45,21010-45
3873,Ocorreu,582472337576985645,25.1429,21011-41,21011-41
3874,Ocorreu,582472344567908280,25.2632,21009-42,21009-42
3875,Ocorreu,582472350878041730,25.0,21011-42,21011-42
3876,Ocorreu,582472341584184428,25.5595,21007-40,21007-40
3877,Ocorreu,582472345450481593,25.0,21006-39,21006-39
3878,Ocorreu,582472336507176632,25.2632,21009-42,21009-42
3879,Ocorreu,582472335627879715,25.0,21007-39,21007-39
3880,Ocorreu,582472335586133567,25.0,21006-38,21006-38
3881,Ocorreu,582472322450097341,25.08,21006-37,21006-37
3882,Cancelado,582472310008808887,25.1563,21006-41,21006-41
3883,Cancelado,582472317905045366,25.0807,21007-41,21007-41
3884,Cancelado,582472320958956931,25.0807,21007-41,21007-41
3885,Cancelado,582472314032325862,25.1429,21011-41,21011-41
3886,Cancelado,582472282522223707,25.0,21008-37,21008-37
3887,Ocorreu,582472297620932266,25.1429,21011-41,21011-41
3888,Ocorreu,582472291892889245,25.0,21011-42,21011-42
3889,Ocorreu,582472276953826520,25.2632,21009-42,21009-42
3890,Cancelado,582472289974912563,25.0,21008-38,21008-38
3891,Cancelado,582472278631613725,25.0,21006-38,21006-38
3892,Ocorreu,582472278315074722,25.5595,21007-40,21007-40
3893,Ocorreu,582472282821788829,30.0,21010-43,21010-43
3894,Ocorreu,582472278200190711,25.0,21009-43,21009-43
3895,Cancelado,582472270359266890,25.0,21011-42,21011-42
3896,Cancelado,582472274775802975,25.0,21006-40,21006-40
3897,Ocorreu,582472267719214199,25.0,21007-39,21007-39
3898,Cancelado,582472268549293879,25.0,21006-38,21006-38
3899,Ocorreu,582472263150372719,25.0,21008-40,21008-40
3900,Ocorreu,582472249060067306,25.1429,21011-41,21011-41
3901,Ocorreu,582472257887241635,25.0,21011-42,21011-42
3902,Ocorreu,582472257605240686,30.0,21010-45,21010-45
3903,Ocorreu,582472252258551310,30.0,21010-45,21010-45
3904,Cancelado,582472253162031001,25.0,21011-42,21011-42
3905,Cancelado,582472259566011923,6.0,21006-39,21006-39
3906,Ocorreu,582472255160943975,25.0,21011-44,21011-44
3907,Ocorreu,582472241589552221,25.1146,21007-37,21007-37
3908,Cancelado,582472238456407932,25.1563,21006-41,21006-41
3909,Ocorreu,582472247217391234,25.2632,21009-42,21009-42
3910,Ocorreu,582472230421497643,25.0,21006-38,21006-38
3911,Ocorreu,582472229348148938,25.0,21006-38,21006-38
3912,Ocorreu,582472233440151090,25.08,21006-37,21006-37
3913,Ocorreu,582472228181083268,25.0,21006-39,21006-39
3914,Ocorreu,582472235134714926,25.1471,21011-43,21011-43
3915,Cancelado,582472207501395913,25.0,21006-40,21006-40
3916,Ocorreu,582472229570053275,30.0,21010-43,21010-43
3917,Ocorreu,582472221025600736,25.0,21008-39,21008-39
3918,Ocorreu,582472219952973208,30.0,21010-43,21010-43
3919,Ocorreu,582472219500905692,30.0,21010-43,21010-43
3920,Ocorreu,582472220734096539,25.1563,21006-41,21006-41
3921,Ocorreu,582472220994078687,25.0,21008-40,21008-40
3922,Ocorreu,582472213837219418,30.0,21010-43,21010-43
3923,Ocorreu,582472206051805030,25.1429,21011-41,21011-41
3924,Cancelado,582472198269011262,30.0,21010-43,21010-43
3925,Ocorreu,582472207554348800,30.0,21010-43,21010-43
3926,Ocorreu,582472201418278865,30.0,21010-45,21010-45
3927,Ocorreu,582472202310026884,30.0,21010-45,21010-45
3928,Ocorreu,582472201459369754,30.0,21010-43,21010-43
3929,Ocorreu,582472198883935688,4.6851,AS-F-Preto-Donuts-35-40,AS-F-Preto-Donuts-35-40
3930,Ocorreu,582472198883935688,4.6726,AS-F-Preto-Cereja -35-40,AS-F-Preto-Cereja -35-40
3931,Ocorreu,582472185786238807,25.2632,21009-42,21009-42
3932,Cancelado,582472185663751271,25.1563,21006-41,21006-41
3933,Ocorreu,582472192196117835,30.0,21010-43,21010-43
3934,Cancelado,582472175162852491,25.0,21007-39,21007-39
3935,Cancelado,582472178028348798,25.0,21011-45,21011-45
3936,Cancelado,582472182880240980,30.0,21010-43,21010-43
3937,Cancelado,582472181594162315,25.0,21007-39,21007-39
3938,Cancelado,582472186941375540,25.0,21011-45,21011-45
3939,Ocorreu,582472161456587821,25.0981,21009-41,21009-41
3940,Cancelado,582472176245965832,30.0,21010-43,21010-43
3941,Cancelado,582472164883728241,27.5,21011-40,21011-40
3942,Ocorreu,582472171065345640,25.0,21010-44,21010-44
3943,Ocorreu,582472171065345640,25.0,21011-44,21011-44
3944,Cancelado,582472170634905058,30.0,21010-45,21010-45
3945,Ocorreu,582472166476318563,30.0,21010-43,21010-43
3946,Ocorreu,582472155369473908,25.1471,21011-43,21011-43
3947,Ocorreu,582472162650064022,27.5,21011-40,21011-40
3948,Ocorreu,582472147454231756,25.0807,21007-41,21007-41
3949,Ocorreu,582472156301657271,25.5595,21007-40,21007-40
3950,Cancelado,582472135197623594,25.0,21011-42,21011-42
3951,Ocorreu,582472144405628278,25.1429,21011-41,21011-41
3952,Cancelado,582472135196837080,30.0,21010-45,21010-45
3953,Ocorreu,582472142619902992,25.0,21010-44,21010-44
3954,Cancelado,582472143325987951,25.5595,21007-40,21007-40
3955,Cancelado,582472143325987951,25.5595,21007-40,21007-40
3956,Ocorreu,582472124361245782,25.0,21011-44,21011-44
3957,Ocorreu,582472137171371802,30.0,21010-45,21010-45
3958,Ocorreu,582472134550718178,25.5595,21007-40,21007-40
3959,Cancelado,582472136290961066,25.0981,21009-41,21009-41
3960,Ocorreu,582472132551017702,25.5595,21007-40,21007-40
3961,Ocorreu,582472132013492155,25.1563,21006-41,21006-41
3962,Ocorreu,582472121027953834,25.0,21008-37,21008-37
3963,Cancelado,582472126003840630,25.0,21009-40,21009-40
3964,Cancelado,582472122450085612,25.5595,21007-40,21007-40
3965,Ocorreu,582472120655382441,30.0,21010-43,21010-43
3966,Ocorreu,582472113431283519,30.0,21010-43,21010-43
3967,Cancelado,582472110466434379,30.0,21010-43,21010-43
3968,Cancelado,582472104589363128,25.0,21011-45,21011-45
3969,Ocorreu,582472104410449498,30.0,21010-43,21010-43
3970,Ocorreu,582472082919229065,25.0,21009-40,21009-40
3971,Ocorreu,582472072255013934,25.1563,21006-41,21006-41
3972,Cancelado,582472055623616435,25.0981,21009-41,21009-41
3973,Ocorreu,582472028447147153,25.0,21009-44,21009-44
3974,Ocorreu,582472000474547581,5.0,SQ-EMCA-Chumbo-Cinza-Preta-40-46,SQ-EMCA-Chumbo-Cinza-Preta-40-46
3975,Ocorreu,582471080412546238,25.0807,21007-41,21007-41
3976,Ocorreu,582470235104511334,25.0,21009-43,21009-43
3977,Ocorreu,582471080409728802,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
3978,Ocorreu,582470235107657120,6.0,QS-LM-F02-35-40-Azul,QS-LM-F02-35-40-Azul
3979,Ocorreu,582471997703751294,25.0,21009-43,21009-43
3980,Ocorreu,582472003486058128,25.1563,21006-41,21006-41
3981,Ocorreu,582471994372883699,30.0,21010-43,21010-43
3982,Ocorreu,582471996273492997,30.0,21010-43,21010-43
3983,Ocorreu,582471982692205984,25.0,21011-45,21011-45
3984,Ocorreu,582471973639390375,25.0,21008-37,21008-37
3985,Ocorreu,582471938783217545,25.0,21010-44,21010-44
3986,Ocorreu,582471915881203103,25.1429,21011-41,21011-41
3987,Ocorreu,582471907644638344,25.2632,21009-42,21009-42
3988,Ocorreu,582471914438100189,25.0741,21006-36,21006-36
3989,Ocorreu,582471887026226282,30.0,21010-43,21010-43
3990,Ocorreu,582471847306495141,30.0,21010-43,21010-43
3991,Ocorreu,582471840303383938,30.0,21010-43,21010-43
3992,Ocorreu,582471823530493244,25.0981,21009-41,21009-41
3993,Ocorreu,582471820353767237,30.0,21010-43,21010-43
3994,Ocorreu,582471804898936262,25.1471,21011-43,21011-43
3995,Ocorreu,582471801834013880,25.0981,21009-41,21009-41
3996,Ocorreu,582471798721382162,30.0,21010-43,21010-43
3997,Cancelado,582471783220479163,25.0,21006-39,21006-39
3998,Ocorreu,582471770593592700,25.0,21010-44,21010-44
3999,Ocorreu,582471760103048293,25.1429,21011-41,21011-41
4000,Ocorreu,582471758540998274,25.0,21011-42,21011-42
4001,Ocorreu,582471752013022275,27.5,21011-40,21011-40
4002,Ocorreu,582471744761595891,25.0,21006-40,21006-40
4003,Cancelado,582471717920933851,30.0,21010-43,21010-43
4004,Ocorreu,582471741166815135,30.0,21010-43,21010-43
4005,Cancelado,582471738533250612,25.0807,21007-41,21007-41
4006,Cancelado,582471734739568266,25.5595,21007-40,21007-40
4007,Cancelado,582471729189783455,25.1563,21006-41,21006-41
4008,Ocorreu,582471713868253009,25.0,21006-39,21006-39
4009,Ocorreu,582471699568821260,25.5595,21007-40,21007-40
4010,Ocorreu,582471711742003047,30.0,21010-43,21010-43
4011,Cancelado,582471680579372267,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
4012,Ocorreu,582471696507766090,25.0,21011-44,21011-44
4013,Ocorreu,582471691839440801,4.0,PEBCN-BBFL-12-24*3,PEBCN-BBFL-12-24
4014,Cancelado,582471689395668887,30.0,21010-45,21010-45
4015,Cancelado,582471674451953183,25.0807,21007-41,21007-41
4016,Ocorreu,582471652640457795,30.0,21010-45,21010-45
4017,Ocorreu,582471657666479367,25.0,21006-39,21006-39
4018,Cancelado,582471610336183466,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
4019,Ocorreu,582471442748639214,30.0,21010-45,21010-45
4020,Ocorreu,582471324657026538,6.0,QS-LM-VC01-Azul-Fosco -35-40,QS-LM-VC01-Azul-Fosco -35-40
4021,Ocorreu,582471197324117435,25.0,21006-39,21006-39
4022,Ocorreu,582470972913059526,25.5595,21007-40,21007-40
4023,Ocorreu,582470962454758857,25.1563,21006-41,21006-41
4024,Ocorreu,582470698635200377,25.5595,21007-40,21007-40
4025,Ocorreu,582470651541488998,25.0807,21007-41,21007-41
4026,Cancelado,582470565396645538,25.0,21006-40,21006-40
4027,Ocorreu,582470560477841027,25.0807,21007-41,21007-41
4028,Ocorreu,582470533476943812,25.1471,21011-43,21011-43
4029,Ocorreu,582470468761715994,25.1191,21007-38,21007-38
4030,Ocorreu,582470438551390021,25.0,21006-39,21006-39
4031,Ocorreu,582470438442993210,25.0,21011-42,21011-42
4032,Ocorreu,582470438442993210,25.1563,21006-41,21006-41
4033,Ocorreu,582470421964883773,25.5595,21007-40,21007-40
4034,Ocorreu,582470314988963816,25.0,21006-38,21006-38
4035,Ocorreu,582470264586602332,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
4036,Ocorreu,582470264586602332,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
4037,Cancelado,582470280454244188,30.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
4038,Cancelado,582470220349146458,25.1191,21007-38,21007-38
4039,Ocorreu,582470173757768839,25.0,21006-39,21006-39
4040,Ocorreu,582470080428803487,25.0,21009-44,21009-44
4041,Ocorreu,582470090096281413,25.1563,21006-41,21006-41
4042,Cancelado,582470005777008616,5.0,SQ-EMCA-Chumbo-Cinza-Preta-40-46,SQ-EMCA-Chumbo-Cinza-Preta-40-46
4043,Ocorreu,582469867927013341,25.0345,21007-36,21007-36
4044,Ocorreu,582469849530009546,25.1563,21006-41,21006-41
4045,Ocorreu,582469661433628268,25.1563,21006-41,21006-41
4046,Ocorreu,582469669090854802,25.0,21011-45,21011-45
4047,Ocorreu,582469572468967174,27.5,21011-40,21011-40
4048,Ocorreu,582469526624765555,27.5,21011-40,21011-40
4049,Cancelado,582469441883440211,25.0,21006-40,21006-40
4050,Cancelado,582469325526173211,25.1563,21006-41,21006-41
4051,Ocorreu,582469323610621557,25.0,21007-39,21007-39
4052,Cancelado,582469126579324758,4.6813,AS-F-Cinza-Coracoes -35-40,AS-F-Cinza-Coracoes -35-40
4053,Cancelado,582469126579324758,4.6868,AS-F-Cinza-Floco-De-Neve-35-40,AS-F-Cinza-Floco-De-Neve-35-40
4054,Cancelado,582469126579324758,6.0,AS-F-Preto-Donuts-35-40,AS-F-Preto-Donuts-35-40
4055,Cancelado,582469126579324758,4.6812,AS-F-Rosa-Morango -35-40,AS-F-Rosa-Morango -35-40
4056,Cancelado,582468913200072440,5.0,SQ-EMCA-Chumbo-Cinza-Preta-40-46,SQ-EMCA-Chumbo-Cinza-Preta-40-46
4057,Ocorreu,582468892537291956,25.0,21010-44,21010-44
4058,Cancelado,582468697165367126,18.0,AS-F-Cinza-Coracoes -35-40,AS-F-Cinza-Coracoes -35-40
4059,Cancelado,582468697165367126,25.0,AS-F-Cinza-Floco-De-Neve-35-40,AS-F-Cinza-Floco-De-Neve-35-40
4060,Cancelado,582468697165367126,6.0,AS-F-Preto-Donuts-35-40,AS-F-Preto-Donuts-35-40
4061,Cancelado,582468697165367126,25.0,AS-F-Rosa-Morango -35-40,AS-F-Rosa-Morango -35-40
4062,Ocorreu,582468660915832612,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
4063,Ocorreu,582468527612725033,25.1471,21011-43,21011-43
4064,Ocorreu,582468534908191788,25.0,21011-42,21011-42
4065,Ocorreu,582468488650524376,30.0,21010-43,21010-43
4066,Cancelado,582468518124291881,30.0,21010-43,21010-43
4067,Ocorreu,582468335478474230,25.0,21011-42,21011-42
4068,Ocorreu,582468258933737203,30.0,21010-43,21010-43
4069,Ocorreu,582468251266680537,25.0,21009-40,21009-40
4070,Cancelado,582468129089029296,25.0,21009-43,21009-43
4071,Cancelado,582468129089029296,25.0,21011-42,21011-42
4072,Cancelado,582468129089029296,25.0807,21007-41,21007-41
4073,Cancelado,582468129089029296,25.0,21008-41,21008-41
4074,Ocorreu,582468165261165961,30.0,21010-45,21010-45
4075,Cancelado,582468102974768294,4.0,PEBCN-BBFL-12-24*3,PEBCN-BBFL-12-24
4076,Ocorreu,582468116927645191,30.0,21010-43,21010-43
4077,Ocorreu,582468116622837508,25.0,21009-40,21009-40
4078,Ocorreu,582468035161523242,25.0,21008-40,21008-40
4079,Cancelado,582467954757108778,25.0,21008-39,21008-39
4080,Ocorreu,582467890063837136,25.1191,21007-38,21007-38
4081,Ocorreu,582467816530479067,25.0,21013-45,21013-45
4082,Ocorreu,582467893701477410,25.0,21006-40,21006-40
4083,Ocorreu,582467763839403689,25.0,21009-43,21009-43
4084,Ocorreu,582467746994291932,30.0,21010-43,21010-43
4085,Ocorreu,582467421082191456,25.1563,21006-41,21006-41
4086,Cancelado,582467430036833416,25.0981,21009-41,21009-41
4087,Cancelado,582467371553752845,25.1429,21011-41,21011-41
4088,Ocorreu,582467352040539566,25.0,21011-42,21011-42
4089,Ocorreu,582467293824714555,25.0,21006-40,21006-40
4090,Ocorreu,582467212355536561,25.1429,21011-41,21011-41
4091,Ocorreu,582467261939812349,25.1563,21006-41,21006-41
4092,Cancelado,582467148926256654,30.0,21010-43,21010-43
4093,Ocorreu,582467126564652696,25.0,21006-39,21006-39
4094,Ocorreu,582467069908583869,30.0,21010-45,21010-45
4095,Ocorreu,582467152339240067,25.1429,21011-41,21011-41
4096,Ocorreu,582467095125067625,25.0,21011-42,21011-42
4097,Ocorreu,582467131819983957,25.1563,21006-41,21006-41
4098,Ocorreu,582467059160679733,30.0,21010-45,21010-45
4099,Ocorreu,582466973231711490,25.0,21009-45,21009-45
4100,Ocorreu,582466998447998563,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
4101,Ocorreu,582466997204649162,25.0,21006-38,21006-38
4102,Cancelado,582466924863784656,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
4103,Ocorreu,582466909674898535,10.0,ME-10-Elefante-35-40,ME-10-Elefante-35-40
4104,Ocorreu,582466909674898535,10.0,ME-10-Unicornio-35-40,ME-10-Unicornio-35-40
4105,Ocorreu,582466909674898535,10.0,ME-10-Robô-35-40,ME-10-Robô-35-40
4106,Ocorreu,582466909674898535,10.0,ME-10-Doce-35-40,ME-10-Doce-35-40
4107,Ocorreu,582466909674898535,10.0,ME-10-Bailarina-35-40,ME-10-Bailarina-35-40
4108,Ocorreu,582466917181260877,30.0,21010-43,21010-43
4109,Ocorreu,582466821065836152,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
4110,Ocorreu,582466821065836152,10.0,ME-10-Unicornio-35-40,ME-10-Unicornio-35-40
4111,Ocorreu,582466821065836152,10.0,ME-10-Tubarão-35-40,ME-10-Tubarão-35-40
4112,Ocorreu,582466801610294295,4.6726,AS-F-Preto-Cereja -35-40,AS-F-Preto-Cereja -35-40
4113,Ocorreu,582466801610294295,4.6812,AS-F-Rosa-Morango -35-40,AS-F-Rosa-Morango -35-40
4114,Ocorreu,582466801610294295,4.6901,AS-F-Rosa-Melancia -35-40,AS-F-Rosa-Melancia -35-40
4115,Cancelado,582466799876277830,25.0345,21007-36,21007-36
4116,Ocorreu,582466817371113437,25.0981,21009-41,21009-41
4117,Ocorreu,582466817371113437,30.0,21010-43,21010-43
4118,Ocorreu,582466784534562593,25.0807,21007-41,21007-41
4119,Cancelado,582466784005686775,25.0,21009-44,21009-44
4120,Cancelado,582466795924588232,25.0,21011-45,21011-45
4121,Cancelado,582466766134675207,25.0807,21007-41,21007-41
4122,Ocorreu,582466763155146229,10.0,ME-10-Cachorro-Rosa-35-40,ME-10-Cachorro-Rosa-35-40
4123,Ocorreu,582466763155146229,10.0,ME-10-Unicornio-35-40,ME-10-Unicornio-35-40
4124,Ocorreu,582466763155146229,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
4125,Ocorreu,582466763155146229,10.0,ME-10-Coelho-Rosa-35-40,ME-10-Coelho-Rosa-35-40
4126,Cancelado,582466775164486705,25.1563,21006-41,21006-41
4127,Ocorreu,582466693754029852,30.0,21010-43,21010-43
4128,Ocorreu,582466708464568075,25.1471,21011-43,21011-43
4129,Cancelado,582466674849253202,25.0,21007-39,21007-39
4130,Ocorreu,582466626202535584,27.5,21011-40,21011-40
4131,Ocorreu,582466650790593802,10.0,ME-10-Cachorro-Rosa-35-40,ME-10-Cachorro-Rosa-35-40
4132,Ocorreu,582466619827586234,25.0,21011-42,21011-42
4133,Cancelado,582466617574917569,25.1563,21006-41,21006-41
4134,Ocorreu,582466539910694360,25.1471,21011-43,21011-43
4135,Cancelado,582466580841727506,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
4136,Ocorreu,582466537139242014,25.0,21006-40,21006-40
4137,Ocorreu,582466549247150031,25.0,21009-40,21009-40
4138,Ocorreu,582466549247150031,25.0,21009-40,21009-40
4139,Ocorreu,582466518126789788,25.0807,21007-41,21007-41
4140,Ocorreu,582466517300053022,25.0,21006-40,21006-40
4141,Ocorreu,582466516899825547,25.0,21009-44,21009-44
4142,Ocorreu,582466492264055920,27.5,21011-40,21011-40
4143,Ocorreu,582466497359676523,25.0,21009-43,21009-43
4144,Cancelado,582466469459953609,27.5,21011-40,21011-40
4145,Ocorreu,582466456707695894,25.0,21011-45,21011-45
4146,Ocorreu,582466464104088657,25.5595,21007-40,21007-40
4147,Ocorreu,582466403110586246,25.1563,21006-41,21006-41
4148,Ocorreu,582466432689603822,25.0741,21006-36,21006-36
4149,Ocorreu,582466363115341659,25.1146,21007-37,21007-37
4150,Ocorreu,582466360140990113,25.0,21009-40,21009-40
4151,Ocorreu,582466318189692727,25.0,21011-45,21011-45
4152,Ocorreu,582466296734188753,25.1471,21011-43,21011-43
4153,Ocorreu,582466327987586119,10.0,ME-10-Unicornio-35-40,ME-10-Unicornio-35-40
4154,Ocorreu,582466308902061741,10.0,ME-10-Doce-35-40,ME-10-Doce-35-40
4155,Ocorreu,582466278077859000,25.08,21006-37,21006-37
4156,Ocorreu,582466266844136551,30.0,21010-43,21010-43
4157,Ocorreu,582466208630278101,25.1563,21006-41,21006-41
4158,Cancelado,582466194187454310,25.0,21011-42,21011-42
4159,Ocorreu,582466221555877354,25.0,21007-39,21007-39
4160,Ocorreu,582466260702561468,25.0,21006-38,21006-38
4161,Ocorreu,582466188936053957,30.0,21010-43,21010-43
4162,Cancelado,582466216202830968,10.0,ME-10-Corrida-35-40,ME-10-Corrida-35-40
4163,Ocorreu,582466175161500916,25.0807,21007-41,21007-41
4164,Ocorreu,582466231948313794,25.0,21006-39,21006-39
4165,Ocorreu,582466184004928847,25.1191,21007-38,21007-38
4166,Ocorreu,582466246765283057,25.0807,21007-41,21007-41
4167,Cancelado,582466229282441194,25.0,21011-45,21011-45
4168,Ocorreu,582466167492675071,27.5,21011-40,21011-40
4169,Ocorreu,582466125011060297,30.0,21010-43,21010-43
4170,Ocorreu,582466092823381477,30.0,21010-45,21010-45
4171,Cancelado,582466107674297464,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
4172,Cancelado,582466080997017185,25.2632,21009-42,21009-42
4173,Cancelado,582466137705645951,12.0,21010-43,21010-43
4174,Ocorreu,582466133121337268,30.0,21010-45,21010-45
4175,Ocorreu,582466084986783682,25.1146,21007-37,21007-37
4176,Ocorreu,582466130947180356,25.5595,21007-40,21007-40
4177,Cancelado,582466073736807802,30.0,21010-43,21010-43
4178,Cancelado,582466063133869761,30.0,21010-43,21010-43
4179,Ocorreu,582466005577992147,25.0807,21007-41,21007-41
4180,Ocorreu,582466041732302358,30.0,21010-43,21010-43
4181,Ocorreu,582466041593169462,25.0,21011-45,21011-45
4182,Ocorreu,582466055580256231,30.0,21010-43,21010-43
4183,Cancelado,582466066733237890,25.0,21011-42,21011-42
4184,Ocorreu,582466066146297589,30.0,21010-43,21010-43
4185,Ocorreu,582466018927871207,25.0,21007-39,21007-39
4186,Ocorreu,582466019003434808,25.0,21010-44,21010-44
4187,Ocorreu,582465320981857300,4.6812,AS-F-Rosa-Morango -35-40,AS-F-Rosa-Morango -35-40
4188,Cancelado,582464651623892832,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
4189,Ocorreu,582463419017561708,30.0,21010-45,21010-45
4190,Ocorreu,582459843701015590,25.5595,21007-40,21007-40
4191,Ocorreu,582459570260707266,5.0,SQ-EMCA-Preta-Branca-Chumbo-40-46,SQ-EMCA-Preta-Branca-Chumbo-40-46
4192,Cancelado,582459532651497008,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
4193,Cancelado,582458821439620849,25.0,21006-39,21006-39
4194,Ocorreu,582458793047197574,25.08,21006-37,21006-37
4195,Cancelado,582458757007640454,6.0,21006-36,21006-36
4196,Cancelado,582458715092255924,6.0,21006-39,21006-39
4197,Cancelado,582458559503238324,25.0,21006-39,21006-39
4198,Ocorreu,582458523353319305,4.1675,MALG-M01-3 Cores-40-46-3 Pares,MALG-M01-Branco-40-46
